Chr1	0	100000	0.443550
Chr1	100000	200000	0.474020
Chr1	200000	300000	0.431790
Chr1	300000	400000	0.401610
Chr1	400000	500000	0.434610
Chr1	500000	600000	0.433270
Chr1	600000	700000	0.423200
Chr1	700000	800000	0.423340
Chr1	800000	900000	0.477190
Chr1	900000	1000000	0.462600
Chr1	1000000	1100000	0.420370
Chr1	1100000	1200000	0.431270
Chr1	1200000	1300000	0.446140
Chr1	1300000	1400000	0.444230
Chr1	1400000	1500000	0.460670
Chr1	1500000	1600000	0.421060
Chr1	1600000	1700000	0.426590
Chr1	1700000	1800000	0.432850
Chr1	1800000	1900000	0.470190
Chr1	1900000	2000000	0.457730
Chr1	2000000	2100000	0.464500
Chr1	2100000	2200000	0.470200
Chr1	2200000	2300000	0.417660
Chr1	2300000	2400000	0.414850
Chr1	2400000	2500000	0.407210
Chr1	2500000	2600000	0.431640
Chr1	2600000	2700000	0.424070
Chr1	2700000	2800000	0.431460
Chr1	2800000	2900000	0.440120
Chr1	2900000	3000000	0.434360
Chr1	3000000	3100000	0.463520
Chr1	3100000	3200000	0.455700
Chr1	3200000	3300000	0.445420
Chr1	3300000	3400000	0.430060
Chr1	3400000	3500000	0.419220
Chr1	3500000	3600000	0.422580
Chr1	3600000	3700000	0.449380
Chr1	3700000	3800000	0.438920
Chr1	3800000	3900000	0.439010
Chr1	3900000	4000000	0.439060
Chr1	4000000	4100000	0.411100
Chr1	4100000	4200000	0.416680
Chr1	4200000	4300000	0.416070
Chr1	4300000	4400000	0.420160
Chr1	4400000	4500000	0.428520
Chr1	4500000	4600000	0.438710
Chr1	4600000	4700000	0.400570
Chr1	4700000	4800000	0.428510
Chr1	4800000	4900000	0.422400
Chr1	4900000	5000000	0.426030
Chr1	5000000	5100000	0.417490
Chr1	5100000	5200000	0.423400
Chr1	5200000	5300000	0.434680
Chr1	5300000	5400000	0.432670
Chr1	5400000	5500000	0.405730
Chr1	5500000	5600000	0.441880
Chr1	5600000	5700000	0.397200
Chr1	5700000	5800000	0.439570
Chr1	5800000	5900000	0.459350
Chr1	5900000	6000000	0.444510
Chr1	6000000	6100000	0.425570
Chr1	6100000	6200000	0.417870
Chr1	6200000	6300000	0.444120
Chr1	6300000	6400000	0.438420
