Chr1	1	3000000	18.85
Chr1	300001	3300000	18.15
Chr1	600001	3600000	17.84
Chr1	900001	3900000	16.58
Chr1	1200001	4200000	15.53
Chr1	1500001	4500000	13.67
Chr1	1800001	4800000	13.98
Chr1	2100001	5100000	12.69
Chr1	2400001	5400000	13.65
Chr1	2700001	5700000	14.07
Chr1	3000001	6000000	14.15
Chr1	3300001	6300000	13.57
Chr1	3600001	6600000	14.97
Chr1	3900001	6900000	14.88
Chr1	4200001	7200000	15.59
Chr1	4500001	7500000	16.57
Chr1	4800001	7800000	17.04
Chr1	5100001	8100000	17.1
Chr1	5400001	8400000	16.31
Chr1	5700001	8700000	16.24
Chr1	6000001	9000000	17.31
Chr1	6300001	9300000	17.57
Chr1	6600001	9600000	17.08
Chr1	6900001	9900000	17.6
Chr1	7200001	10200000	18.09
Chr1	7500001	10500000	18.83
Chr1	7800001	10800000	18.5
Chr1	8100001	11100000	19.51
Chr1	8400001	11400000	20.88
Chr1	8700001	11700000	21.12
Chr1	9000001	12000000	20.63
Chr1	9300001	12300000	22.78
Chr1	9600001	12600000	23.04
Chr1	9900001	12900000	24.37
Chr1	10200001	13200000	26.85
Chr1	10500001	13500000	29.19
Chr1	10800001	13800000	29.73
Chr1	11100001	14100000	31.33
Chr1	11400001	14400000	31.24
Chr1	11700001	14700000	30.83
Chr1	12000001	15000000	32.4
Chr1	12300001	15300000	31.89
Chr1	12600001	15600000	33.33
Chr1	12900001	15900000	33.57
Chr1	13200001	16200000	32.15
Chr1	13500001	16500000	31.64
Chr1	13800001	16800000	34.58
Chr1	14100001	17100000	37.55
Chr1	14400001	17400000	43.12
Chr1	14700001	17700000	47.38
Chr1	15000001	18000000	47.16
Chr1	15300001	18300000	47.61
Chr1	15600001	18600000	46.45
Chr1	15900001	18900000	45.88
Chr1	16200001	19200000	44.94
Chr1	16500001	19500000	43.85
Chr1	16800001	19800000	41.4
Chr1	17100001	20100000	40.75
Chr1	17400001	20400000	37.2
Chr1	17700001	20700000	33.79
Chr1	18000001	21000000	32.63
Chr1	18300001	21300000	32.66
Chr1	18600001	21600000	32.21
Chr1	18900001	21900000	35.37
Chr1	19200001	22200000	36.78
Chr1	19500001	22500000	36.06
Chr1	19800001	22800000	36.48
Chr1	20100001	23100000	33.54
Chr1	20400001	23400000	30.97
Chr1	20700001	23700000	30.73
Chr1	21000001	24000000	31.27
Chr1	21300001	24300000	29.38
Chr1	21600001	24600000	29.11
Chr1	21900001	24900000	25.27
Chr1	22200001	25200000	23.14
Chr1	22500001	25500000	22.73
Chr1	22800001	25800000	20.97
Chr1	23100001	26100000	20.34
Chr1	23400001	26400000	21.21
Chr1	23700001	26700000	20.91
Chr1	24000001	27000000	20.26
Chr1	24300001	27300000	19.34
Chr1	24600001	27600000	19.04
Chr1	24900001	27900000	18.74
Chr1	25200001	28200000	18.72
Chr1	25500001	28500000	19.92
Chr1	25800001	28800000	19.76
Chr1	26100001	29100000	19.06
Chr1	26400001	29400000	18.14
Chr1	26700001	29700000	17.93
Chr1	27000001	30000000	16.93
Chr1	27300001	30300000	17.54
Chr1	27600001	30600000	20.48
Chr1	27900001	30900000	19.32
Chr1	28200001	31200000	19.06
Chr1	28500001	31500000	16.92
Chr1	28800001	31800000	18.51
Chr1	29100001	32100000	17.67
Chr1	29400001	32400000	17.12
Chr1	29700001	32700000	19.04
Chr1	30000001	33000000	18.63
Chr1	30300001	33300000	18.03
Chr1	30600001	33600000	14.56
Chr1	30900001	33900000	15.72
Chr1	31200001	34200000	16.57
Chr1	31500001	34500000	17.1
Chr1	31800001	34800000	17.43
Chr1	32100001	35100000	18.58
Chr1	32400001	35400000	18.25
Chr1	32700001	35700000	16.87
Chr1	33000001	36000000	17.81
Chr1	33300001	36300000	18.28
Chr1	33600001	36600000	18.5
Chr1	33900001	36900000	18.8
Chr1	34200001	37200000	18.42
Chr1	34500001	37500000	18.43
Chr1	34800001	37800000	17.04
Chr1	35100001	38100000	16.34
Chr1	35400001	38400000	16.89
Chr1	35700001	38700000	16.07
Chr1	36000001	39000000	16.01
Chr1	36300001	39300000	15.98
Chr1	36600001	39600000	16.83
Chr1	36900001	39900000	15.79
Chr1	37200001	40200000	15.55
Chr1	37500001	40500000	16.69
Chr1	37800001	40800000	15.9
