Chr10	8750509	8751009	-1
Chr10	8751009	13785254	1
Chr11	13785254	13785754	-1
Chr11	13785754	13858264	1
Chr11	13858264	13858764	-1
Chr11	13858764	13915696	1
Chr11	13915696	13916196	-1
Chr11	13916196	14022874	1
Chr11	14022874	14023374	-1
Chr11	14023374	14400233	1
Chr11	14400233	14400733	-1
Chr11	14400733	14449706	1
Chr11	14449706	14450206	-1
Chr11	14450206	14500731	1
Chr11	14500731	14501231	-1
Chr11	14501231	14540871	1
Chr11	14540871	14541371	-1
Chr11	14541371	34366	1
Chr1	1	15199417	1
Chr1	15199417	15199917	-1
Chr1	15199917	17032482	1
Chr1	17032482	17032982	-1
Chr1	17032982	17095117	1
Chr1	17095117	17095617	-1
Chr1	17095617	17175515	1
Chr1	17175515	17176015	-1
Chr1	17176015	17246561	1
Chr1	17246561	17247061	-1
Chr1	17247061	14033789	1
Chr12	11516337	11516837	-1
Chr12	11516837	11621923	1
Chr12	11621923	11622423	-1
Chr12	11622423	15506613	1
Chr12	15506613	15507113	-1
Chr12	15507113	22516760	1
Chr12	22516760	22517260	-1
Chr12	22517260	26553525	1
Chr12	26553525	26554025	-1
Chr12	34366	34866	-1
Chr12	34866	11516337	1
Chr2	14033789	14034289	-1
Chr2	14034289	21035188	1
Chr3	21035188	21035688	-1
Chr3	21035688	33278128	1
Chr4	33278128	33278628	-1
Chr4	33278628	4587370	1
Chr5	12550284	12550784	-1
Chr5	12550784	15663082	1
Chr5	4587370	4587870	-1
Chr5	4587870	12550284	1
Chr6	15663082	15663582	-1
Chr6	15663582	12729148	1
Chr7	12729148	12729648	-1
Chr7	12729648	154624	1
Chr8	13650628	13651128	-1
Chr8	13651128	2865030	1
Chr8	154624	155124	-1
Chr8	155124	290056	1
Chr8	290056	290556	-1
Chr8	290556	4418584	1
Chr8	4418584	4419084	-1
Chr8	4419084	13650628	1
Chr9	11132754	11133254	-1
Chr9	11133254	13192153	1
Chr9	13192153	13192653	-1
Chr9	13192653	19684787	1
Chr9	19684787	19685287	-1
Chr9	19685287	8750509	1
Chr9	2865030	2865530	-1
Chr9	2865530	11132754	1
